#,NEGERI,PPD,KOD SEKOLAH,NAMA SEKOLAH,NO TELEFON,STATUS,PILIHANSEKOLAH,PERINGKAT,JENISSEKOLAH,GRED,LOKASI,JENISBANTUAN,SESI,ASRAMA,KUARTERS,PARLIMEN,DUN,MURID,GURU,AKP
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBA4015,SEKOLAH KEBANGSAAN SAUJANA INDAH,45943991,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI ACHEH,862,56,6
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBA4016,SEKOLAH KEBANGSAAN TAMAN MERAK,45874626,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,501,43,6
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBA4017,SEKOLAH KEBANGSAAN BATU KAWAN,45884391,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,836,56,6
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBA4018,SEKOLAH KEBANGSAAN TASEK PERMAI,45873797,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,723,46,5
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBA4019,SEKOLAH KEBANGSAAN BANDAR TASEK MUTIARA,45073885,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,"1,136",86,14
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBA4020,SEKOLAH KEBANGSAAN BAKAP INDAH,45826344,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,343,34,7
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBB4012,SEKOLAH KEBANGSAAN METHODIST,45931392,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,244,31,2
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBC4013,SEKOLAH JENIS KEBANGSAAN (CINA) BOON BENG,45087572,Beroperasi,Sekolah KPM,Rendah,SJK(C),A,Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,"1,228",74,3
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBC4015,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG VALDOR,45824766,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,384,31,2
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBC4016,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG KUANG,45824226,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,741,56,8
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBC4017,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG JAWI,45824602,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,193,17,4
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBC4018,SEKOLAH JENIS KEBANGSAAN (CINA) KENG KOON,45888612,Beroperasi,Sekolah KPM,Rendah,SJK(C),A,Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,905,60,4
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBC4019,SEKOLAH JENIS KEBANGSAAN (CINA) PAI TEIK,45931393,Beroperasi,Sekolah KPM,Rendah,SJK(C),A,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,"1,120",72,7
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBC4021,SEKOLAH JENIS KEBANGSAAN (CINA) YOK ENG,45981209,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI ACHEH,179,22,2
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4022,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BATU KAWAN,45881294,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,97,13,3
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4023,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG BYRAM,45930358,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,36,9,1
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4024,SEKOLAH JENIS KEBANGSAAN (TAMIL) NIBONG TEBAL,45930394,Beroperasi,Sekolah KPM,Rendah,SJK(T),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,309,23,3
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4025,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG CHANGKAT,45930513,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,15,9,1
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4026,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JAWI,45828052,Beroperasi,Sekolah KPM,Rendah,SJK(T),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,153,18,4
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4028,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG KRIAN,45930395,Beroperasi,Sekolah KPM,Rendah,SJK(T),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI ACHEH,161,21,3
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4029,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG SEMPAH,45827670,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,76,11,1
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4030,SEKOLAH JENIS KEBANGSAAN (TAMIL) TASEK PERMAI,45872304,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,140,13,1
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4031,SEKOLAH JENIS KEBANGSAAN (TAMIL) LDG TRANSKRIAN,57166176,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI ACHEH,97,11,2
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4032,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG VALDOR,45827157,Beroperasi,Sekolah KPM,Rendah,SJK(T),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,204,18,3
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PBD4034,SEKOLAH JENIS KEBANGSAAN (TAMIL) SUNGAI BAKAP,45827377,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,101,14,3
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4001,SEKOLAH MENENGAH KEBANGSAAN SUNGAI ACHEH,45931805,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,NIBONG TEBAL,SUNGAI ACHEH,937,86,15
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4002,SEKOLAH MENENGAH KEBANGSAAN VALDOR,45821037,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,895,78,11
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4003,SEKOLAH MENENGAH KEBANGSAAN SERI NIBONG,45937939,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,NIBONG TEBAL,JAWI,699,59,11
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4004,SEKOLAH MENENGAH KEBANGSAAN MUTIARA IMPIAN,45873660,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BATU KAWAN,BUKIT TAMBUN,538,57,10
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4005,SEKOLAH MENENGAH KEBANGSAAN JAWI,45823307,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,673,63,13
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4006,SEKOLAH MENENGAH KEBANGSAAN TAMAN WIDURI,45820622,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,645,47,10
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4007,SEKOLAH MENENGAH KEBANGSAAN SAUJANA INDAH,45942913,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI ACHEH,790,62,9
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4008,SEKOLAH MENENGAH KEBANGSAAN BATU KAWAN,45884296,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TAMBUN,649,53,9
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4009,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASEK MUTIARA,45070506,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,"1,015",72,10
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4010,SEKOLAH MENENGAH KEBANGSAAN TASEK,45873590,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,735,68,14
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEA4011,SEKOLAH MENENGAH KEBANGSAAN JIT SIN II,42970871,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,SUNGAI BAKAP,"1,227",76,9
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEB4038,SEKOLAH MENENGAH KEBANGSAAN METHODIST,45931317,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,501,35,4
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEE4035,SEKOLAH MENENGAH KEBANGSAAN SIMPANG EMPAT,45887255,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BATU KAWAN,BUKIT TAMBUN,"1,064",96,13
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEE4036,SEKOLAH MENENGAH KEBANGSAAN TUN SYED SHEH BARAKBAH,45824476,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,NIBONG TEBAL,SUNGAI BAKAP,965,78,15
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PEE4037,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN,45935030,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,NIBONG TEBAL,JAWI,"1,403",109,15
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PHA4002,KOLEJ VOKASIONAL NIBONG TEBAL,45932904,Beroperasi,Sekolah KPM,Menengah,Kolej Vokasional,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,NIBONG TEBAL,JAWI,"1,011",126,19
,PULAU PINANG,PPD SEBERANG PRAI SELATAN,PRA4001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SYEIKH ABDULLAH FAHIM,57172403,Beroperasi,Sekolah KPM,Menengah,SMK Agama,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,NIBONG TEBAL,SUNGAI ACHEH,679,118,14
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0001,SEKOLAH KEBANGSAAN ALMA,45525784,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,PADANG LALANG,474,46,11
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0002,SEKOLAH KEBANGSAAN BUKIT TEH,45511791,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,269,29,4
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0003,SEKOLAH KEBANGSAAN GUAR PERAHU,45213271,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,680,49,6
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0005,SEKOLAH KEBANGSAAN JALAN BAHARU PERAI,43901007,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,SEBERANG JAYA,875,71,9
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0006,SEKOLAH KEBANGSAAN JUARA,45392976,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,582,41,5
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0007,SEKOLAH KEBANGSAAN JURU,45073904,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TENGAH,842,53,5
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0008,SEKOLAH KEBANGSAAN KEBUN SIREH,45077995,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TENGAH,628,44,4
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0009,SEKOLAH KEBANGSAAN KHIR JOHARI,43901178,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,PERAI,242,28,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0010,SEKOLAH KEBANGSAAN MACANG BUBOK,45512771,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,346,27,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0011,SEKOLAH KEBANGSAAN MENGKUANG,45215422,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,912,59,6
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0012,SEKOLAH KEBANGSAAN PERMATANG PASIR,43906848,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PERMATANG PASIR,768,51,5
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0013,SEKOLAH KEBANGSAAN PERMATANG PAUH,43905103,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PERMATANG PASIR,530,41,5
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0014,SEKOLAH KEBANGSAAN PERMATANG TOK KANDU,43906516,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,SEBERANG JAYA,"1,268",94,13
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0015,SEKOLAH KEBANGSAAN SERI PENANTI,45213245,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,857,61,5
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0016,SEKOLAH KEBANGSAAN SUNGAI RAMBAI,45395105,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,PADANG LALANG,474,44,8
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0017,SEKOLAH KEBANGSAAN TANAH LIAT,45386675,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,855,67,10
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0018,SEKOLAH KEBANGSAAN SEBERANG JAYA,43990730,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,PERMATANG PAUH,SEBERANG JAYA,"1,117",95,13
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0019,SEKOLAH KEBANGSAAN SEBERANG JAYA 2,43906690,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,SEBERANG JAYA,938,73,7
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0020,SEKOLAH KEBANGSAAN TAMAN INDERAWASIH,43973570,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,PERAI,276,28,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0021,SEKOLAH KEBANGSAAN BUKIT INDERA MUDA,45213029,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PERMATANG PASIR,637,43,4
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0022,SEKOLAH KEBANGSAAN BUKIT MINYAK,45078057,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,805,66,11
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0023,SEKOLAH KEBANGSAAN ALMA JAYA,45512122,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,793,51,6
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0024,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS ALMA,45082026,Beroperasi,Sekolah KPM,Rendah,SK (Pendidikan Khas),C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,BUKIT MERTAJAM,MACHANG BUBUK,41,25,18
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0025,SEKOLAH KEBANGSAAN SERI IMPIAN,45224158,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,801,56,5
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0026,SEKOLAH KEBANGSAAN BANDAR BARU PERDA,45306039,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,PERMATANG PAUH,SEBERANG JAYA,"1,248",83,10
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0027,SEKOLAH KEBANGSAAN PAUH JAYA,43976139,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,PERMATANG PAUH,SEBERANG JAYA,"1,408",92,7
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0028,SEKOLAH KEBANGSAAN PERMAI INDAH,45023357,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,BUKIT TENGAH,607,51,5
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0029,SEKOLAH KEBANGSAAN MACHANG BUBOK II,45521475,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,757,57,10
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBA0030,SEKOLAH KEBANGSAAN TAMAN IMPIAN,45871620,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,PADANG LALANG,423,40,7
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBB0018,SEKOLAH KEBANGSAAN CONVENT,45398727,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,BUKIT MERTAJAM,BERAPIT,560,47,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBB0019,SEKOLAH KEBANGSAAN STOWELL,45303993,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,PADANG LALANG,400,36,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBB0021,SEKOLAH KEBANGSAAN KG BARU,45393623,Beroperasi,Sekolah KPM,Rendah,SK,C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,BERAPIT,110,18,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBB2078,SEKOLAH KEBANGSAAN ST MARK,43902179,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU KAWAN,PERAI,166,20,2
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0021,SEKOLAH JENIS KEBANGSAAN (CINA) PERMATANG TINGGI,45881734,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,747,47,4
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0022,SEKOLAH JENIS KEBANGSAAN (CINA) PERKAMPUNGAN BERAPIT,45387832,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,BERAPIT,268,32,6
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0023,SEKOLAH JENIS KEBANGSAAN (CINA) KUBANG SEMANG,45211841,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PERMATANG PASIR,94,13,2
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0024,SEKOLAH JENIS KEBANGSAAN (CINA) KG. SG. LEMBU,45211795,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,223,26,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0026,SEKOLAH JENIS KEBANGSAAN (CINA) JIT SIN 'A',45393555,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,514,36,2
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0027,SEKOLAH JENIS KEBANGSAAN (CINA) JIT SIN 'B',45388498,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PERMATANG PAUH,PENANTI,380,29,3
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0028,SEKOLAH JENIS KEBANGSAAN (CINA) KAY SIN,45512139,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,MACHANG BUBUK,568,38,4
,PULAU PINANG,PPD SEBERANG PRAI TENGAH,PBC0029,SEKOLAH JENIS KEBANGSAAN (CINA) KEOW KUANG,45384929,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BUKIT MERTAJAM,PADANG LALANG,808,55,3
