#,NEGERI,PPD,KOD SEKOLAH,NAMA SEKOLAH,NO TELEFON,STATUS,PILIHANSEKOLAH,PERINGKAT,JENISSEKOLAH,GRED,LOKASI,JENISBANTUAN,SESI,ASRAMA,KUARTERS,PARLIMEN,DUN,MURID,GURU,AKP
,JOHOR,PPD BATU PAHAT,JBA0100,SEKOLAH KEBANGSAAN PARIT RAJA,74532087,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,SRI GADING,PARIT RAJA,572,50,8
,JOHOR,PPD BATU PAHAT,JBB0022,SEKOLAH KEBANGSAAN SRI RENGIT,74244092,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,402,29,3
,JOHOR,PPD BATU PAHAT,JBB0023,SEKOLAH KEBANGSAAN LIMPOON 1,74341668,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,381,30,5
,JOHOR,PPD BATU PAHAT,JBB0024,SEKOLAH KEBANGSAAN SERI PUTERI,74380024,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,572,40,6
,JOHOR,PPD BATU PAHAT,JBB0025,SEKOLAH KEBANGSAAN TENGKU MARIAM,74341657,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,475,38,3
,JOHOR,PPD BATU PAHAT,JBB0027,SEKOLAH KEBANGSAAN CONVENT,74341509,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,269,26,2
,JOHOR,PPD BATU PAHAT,JBB0028,SEKOLAH KEBANGSAAN MONTFORT,74342135,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,311,33,2
,JOHOR,PPD BATU PAHAT,JBB0029,SEKOLAH KEBANGSAAN PESERIAN,74161235,Beroperasi,Sekolah KPM,Rendah,SK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,173,18,3
,JOHOR,PPD BATU PAHAT,JBB0048,SEKOLAH KEBANGSAAN YONG PENG,74675723,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,292,29,2
,JOHOR,PPD BATU PAHAT,JBC0001,SEKOLAH JENIS KEBANGSAAN (CINA) AI CHUN 1,74341289,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,309,23,2
,JOHOR,PPD BATU PAHAT,JBC0002,SEKOLAH JENIS KEBANGSAAN (CINA) AI CHUN 2,74341209,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,566,36,3
,JOHOR,PPD BATU PAHAT,JBC0003,SEKOLAH JENIS KEBANGSAAN (CINA) BULOH,74153854,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,181,15,3
,JOHOR,PPD BATU PAHAT,JBC0004,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG SIU 1,74341239,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,258,24,2
,JOHOR,PPD BATU PAHAT,JBC0005,SEKOLAH JENIS KEBANGSAAN (CINA) CHENG SIU 2,74349963,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,388,31,4
,JOHOR,PPD BATU PAHAT,JBC0006,SEKOLAH JENIS KEBANGSAAN (CINA) CHERN HWA BUKIT PASIR,74341722,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,459,36,7
,JOHOR,PPD BATU PAHAT,JBC0007,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA SRI GADING,74559295,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,111,13,3
,JOHOR,PPD BATU PAHAT,JBC0008,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA SEGENTING,74288387,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,83,12,3
,JOHOR,PPD BATU PAHAT,JBC0009,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA SG.AYAM,74288370,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,21,9,2
,JOHOR,PPD BATU PAHAT,JBC0010,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA SENGGARANG,74291504,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,129,16,2
,JOHOR,PPD BATU PAHAT,JBC0011,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA PT KADIR,74277412,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,77,12,3
,JOHOR,PPD BATU PAHAT,JBC0012,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA SRI MEDAN,74858058,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,73,13,3
,JOHOR,PPD BATU PAHAT,JBC0013,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA RENGIT,74241324,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,RENGIT,277,26,5
,JOHOR,PPD BATU PAHAT,JBC0014,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG HWA KANGKAR SENANGGAR,74185758,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,33,12,1
,JOHOR,PPD BATU PAHAT,JBC0015,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG CHENG,74287300,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,62,11,1
,JOHOR,PPD BATU PAHAT,JBC0016,SEKOLAH JENIS KEBANGSAAN (CINA) HUA MIN,74320041,Beroperasi,Sekolah KPM,Rendah,SJK(C),A,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,876,51,3
,JOHOR,PPD BATU PAHAT,JBC0017,SEKOLAH JENIS KEBANGSAAN (CINA) HWA JIN,74346229,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,361,24,2
,JOHOR,PPD BATU PAHAT,JBC0018,SEKOLAH JENIS KEBANGSAAN (CINA) HWA NAN,74342003,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,263,24,3
,JOHOR,PPD BATU PAHAT,JBC0019,SEKOLAH JENIS KEBANGSAAN (CINA) KONG NAN,74543586,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,184,17,2
,JOHOR,PPD BATU PAHAT,JBC0020,SEKOLAH JENIS KEBANGSAAN (CINA) KANGKAR BAHRU,74811802,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,78,13,3
,JOHOR,PPD BATU PAHAT,JBC0021,SEKOLAH JENIS KEBANGSAAN (CINA) LAM LEE,74676990,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,45,12,2
,JOHOR,PPD BATU PAHAT,JBC0022,SEKOLAH JENIS KEBANGSAAN (CINA) LI CHUN,74153508,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,73,12,2
,JOHOR,PPD BATU PAHAT,JBC0023,SEKOLAH JENIS KEBANGSAAN (CINA) MALAYAN,77581059,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,189,22,3
,JOHOR,PPD BATU PAHAT,JBC0025,SEKOLAH JENIS KEBANGSAAN (CINA) PANCHOR,74557582,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,197,18,2
,JOHOR,PPD BATU PAHAT,JBC0026,SEKOLAH JENIS KEBANGSAAN (CINA) PEI CHUN,74161227,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,55,11,2
,JOHOR,PPD BATU PAHAT,JBC0027,SEKOLAH JENIS KEBANGSAAN (CINA) PING MING,74288424,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,48,11,1
,JOHOR,PPD BATU PAHAT,JBC0028,SEKOLAH JENIS KEBANGSAAN (CINA) SIN HWA,74310764,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,736,43,4
,JOHOR,PPD BATU PAHAT,JBC0029,SEKOLAH JENIS KEBANGSAAN (CINA) SIN HWA,74161639,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,39,10,2
,JOHOR,PPD BATU PAHAT,JBC0030,SEKOLAH JENIS KEBANGSAAN (CINA) SULONG,74185655,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,137,16,3
,JOHOR,PPD BATU PAHAT,JBC0031,SEKOLAH JENIS KEBANGSAAN (CINA) TONGKANG,74151102,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,472,32,4
,JOHOR,PPD BATU PAHAT,JBC0032,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG CHENG,74131328,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,48,12,1
,JOHOR,PPD BATU PAHAT,JBC0033,SEKOLAH JENIS KEBANGSAAN (CINA) YANI,74847011,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,43,13,3
,JOHOR,PPD BATU PAHAT,JBC0034,SEKOLAH JENIS KEBANGSAAN (CINA) YEONG CHANG,74286614,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,271,24,3
,JOHOR,PPD BATU PAHAT,JBC0035,SEKOLAH JENIS KEBANGSAAN (CINA) YONG PENG 1,74671004,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,550,47,6
,JOHOR,PPD BATU PAHAT,JBC0036,SEKOLAH JENIS KEBANGSAAN (CINA) YONG PENG 2,74671504,Beroperasi,Sekolah KPM,Rendah,SJK(C),B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,485,35,4
,JOHOR,PPD BATU PAHAT,JBC0037,SEKOLAH JENIS KEBANGSAAN (CINA) YORK CHAI,74559080,Beroperasi,Sekolah KPM,Rendah,SJK(C),C,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT YAANI,10,8,1
,JOHOR,PPD BATU PAHAT,JBD0050,SEKOLAH JENIS KEBANGSAAN (TAMIL) SRI GADING,TIADA,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,17,9,1
,JOHOR,PPD BATU PAHAT,JBD0051,SEKOLAH JENIS KEBANGSAAN (TAMIL) SERI PELANGI,74334480,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,84,13,3
,JOHOR,PPD BATU PAHAT,JBD0058,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG YONG PENG,TIADA,Beroperasi,Sekolah KPM,Rendah,SJK(T),C,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,110,13,3
,JOHOR,PPD BATU PAHAT,JCT0001,SEKOLAH RENDAH AGAMA BERSEPADU BATU PAHAT,74352214,Beroperasi,Sekolah KPM,Rendah,SR Agama (SABK),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,437,29,2
,JOHOR,PPD BATU PAHAT,JEA0010,SEKOLAH MENENGAH KEBANGSAAN DATO' BENTARA LUAR,74341640,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Asrama Sekolah Harian,Ada,BATU PAHAT,PENGGARAM,"1,364",114,17
,JOHOR,PPD BATU PAHAT,JEA0011,SEKOLAH MENENGAH KEBANGSAAN TUN AMINAH,74342133,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,SRI GADING,PARIT RAJA,700,62,11
,JOHOR,PPD BATU PAHAT,JEA0012,SEKOLAH MENENGAH KEBANGSAAN TUNKU MAHMOOD ISKANDAR,74276407,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,SENGGARANG,628,56,10
,JOHOR,PPD BATU PAHAT,JEA0013,SEKOLAH MENENGAH KEBANGSAAN SENGGARANG,74291675,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Ada,BATU PAHAT,SENGGARANG,"1,110",104,16
,JOHOR,PPD BATU PAHAT,JEA0014,SEKOLAH MENENGAH KEBANGSAAN SERI MEDAN,74850243,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Ada,PARIT SULONG,SRI MEDAN,"1,130",105,17
,JOHOR,PPD BATU PAHAT,JEA0015,SEKOLAH MENENGAH KEBANGSAAN DATO SULAIMAN,74186214,Beroperasi,Sekolah KPM,Menengah,SMK,A,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,PARIT SULONG,SRI MEDAN,"1,057",93,18
,JOHOR,PPD BATU PAHAT,JEA0016,SEKOLAH MENENGAH KEBANGSAAN DATO ONN,74138453,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,PARIT SULONG,SEMERAH,"1,325",115,15
,JOHOR,PPD BATU PAHAT,JEA0017,SEKOLAH MENENGAH KEBANGSAAN PERMATA JAYA,74241314,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,RENGIT,600,55,12
,JOHOR,PPD BATU PAHAT,JEA0018,SEKOLAH MENENGAH KEBANGSAAN SERI GADING,74558264,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Asrama Sekolah Harian,Ada,SRI GADING,PARIT RAJA,"1,619",122,16
,JOHOR,PPD BATU PAHAT,JEA0019,SEKOLAH MENENGAH KEBANGSAAN DATIN ONN JAFFAR,74343497,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,"1,284",120,17
,JOHOR,PPD BATU PAHAT,JEA0020,SEKOLAH MENENGAH KEBANGSAAN DATO SETH,74671044,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Ada,AYER HITAM,YONG PENG,"1,014",91,12
,JOHOR,PPD BATU PAHAT,JEA0022,SEKOLAH MENENGAH KEBANGSAAN PENGHULU SAAT,74186393,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SRI MEDAN,696,61,9
,JOHOR,PPD BATU PAHAT,JEA0023,SEKOLAH MENENGAH KEBANGSAAN BANANG JAYA,74289169,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,BATU PAHAT,SENGGARANG,779,62,13
,JOHOR,PPD BATU PAHAT,JEA0024,SEKOLAH MENENGAH SAINS BATU PAHAT,74288961,Beroperasi,Sekolah KPM,Menengah,SM Berasrama Penuh,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Penuh,Ada,BATU PAHAT,PENGGARAM,634,65,21
,JOHOR,PPD BATU PAHAT,JEA0025,SEKOLAH MENENGAH KEBANGSAAN SURIA PERDANA,74541866,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,AYER HITAM,SEMARANG,737,62,8
,JOHOR,PPD BATU PAHAT,JEB0015,SEKOLAH MENENGAH KEBANGSAAN TINGGI BATU PAHAT,74341097,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,BATU PAHAT,PENGGARAM,888,72,15
,JOHOR,PPD BATU PAHAT,JEB0016,SEKOLAH MENENGAH KEBANGSAAN (P) TEMENGGONG IBRAHIM,74342161,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,BATU PAHAT,PENGGARAM,851,77,19
,JOHOR,PPD BATU PAHAT,JEB0017,SEKOLAH MENENGAH KEBANGSAAN CONVENT,74343464,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Bantuan Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,BATU PAHAT,PENGGARAM,680,56,7
,JOHOR,PPD BATU PAHAT,JEB0018,SEKOLAH MENENGAH KEBANGSAAN MUNSHI SULAIMAN,74341949,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,"1,053",94,17
,JOHOR,PPD BATU PAHAT,JEB0019,SEKOLAH MENENGAH KEBANGSAAN DATO' SYED ESA,74341448,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Asrama Sekolah Harian,Tiada,BATU PAHAT,PENGGARAM,"1,278",111,16
,JOHOR,PPD BATU PAHAT,JEE0018,SEKOLAH MENENGAH KEBANGSAAN TUN SARDON,74241020,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,BATU PAHAT,RENGIT,605,69,8
,JOHOR,PPD BATU PAHAT,JEE0019,SEKOLAH MENENGAH KEBANGSAAN TUN ISMAIL,74541232,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,SRI GADING,PARIT RAJA,"1,604",137,18
,JOHOR,PPD BATU PAHAT,JEE0020,SEKOLAH MENENGAH KEBANGSAAN SEMERAH,74161014,Beroperasi,Sekolah KPM,Menengah,SMK,B,Luar Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PARIT SULONG,SEMERAH,696,75,12
,JOHOR,PPD BATU PAHAT,JEE0034,SEKOLAH MENENGAH KEBANGSAAN DATUK MENTERI,77581134,Beroperasi,Sekolah KPM,Menengah,SMK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,AYER HITAM,SEMARANG,792,68,8
,JOHOR,PPD BATU PAHAT,JEE0040,SEKOLAH MENENGAH KEBANGSAAN YONG PENG,74671885,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,AYER HITAM,YONG PENG,"1,293",100,17
,JOHOR,PPD BATU PAHAT,JEE0041,SEKOLAH MENENGAH KEBANGSAAN TUNKU PUTRA,74151030,Beroperasi,Sekolah KPM,Menengah,SMK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Ada,SRI GADING,PARIT YAANI,"1,504",114,16
,JOHOR,PPD BATU PAHAT,JFT0001,SEKOLAH MENENGAH AGAMA PARIT RAJA,74545710,Beroperasi,Sekolah KPM,Menengah,SM  Agama (SABK),A,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,SRI GADING,PARIT RAJA,531,44,7
,JOHOR,PPD BATU PAHAT,JFT0002,SEKOLAH MENENGAH AGAMA JAWAHIR AL-ULUM,74291243,Beroperasi,Sekolah KPM,Menengah,SM  Agama (SABK),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,BATU PAHAT,SENGGARANG,257,32,5
,JOHOR,PPD BATU PAHAT,JFT0003,SEKOLAH MENENGAH AGAMA PARIT SULONG,07-4185481,Beroperasi,Sekolah KPM,Menengah,SM  Agama (SABK),B,Luar Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,PARIT SULONG,SRI MEDAN,223,28,5
,JOHOR,PPD BATU PAHAT,JFT0004,SEKOLAH MENENGAH AGAMA ATTARBIAH AL ISLAMIAH,74346475,Beroperasi,Sekolah KPM,Menengah,SM  Agama (SABK),B,Bandar,Sekolah Bantuan Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Tiada,BATU PAHAT,PENGGARAM,274,31,4
,JOHOR,PPD BATU PAHAT,JHA0002,KOLEJ VOKASIONAL BATU PAHAT,74312051,Beroperasi,Sekolah KPM,Menengah,Kolej Vokasional,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Asrama Sekolah Harian,Ada,SRI GADING,PARIT RAJA,"1,031",131,20
,JOHOR,PPD JOHOR BAHRU,JBA1001,SEKOLAH KEBANGSAAN AYER MOLEK,72221569,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PULAI,PERLING,273,24,3
,JOHOR,PPD JOHOR BAHRU,JBA1003,SEKOLAH KEBANGSAAN PENGKALAN RINTING,72361936,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Tiada,PULAI,PERLING,791,53,5
,JOHOR,PPD JOHOR BAHRU,JBA1004,SEKOLAH KEBANGSAAN TANJUNG PUTERI,72240332,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,JOHOR BAHRU,LARKIN,903,58,4
,JOHOR,PPD JOHOR BAHRU,JBA1008,SEKOLAH KEBANGSAAN (P) BANDAR TINGGI,72232452,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,PULAI,PERLING,239,33,7
,JOHOR,PPD JOHOR BAHRU,JBA1010,SEKOLAH KEBANGSAAN MOHD KHIR JOHARI,73334118,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Ada,JOHOR BAHRU,LARKIN,"1,416",81,8
,JOHOR,PPD JOHOR BAHRU,JBA1011,SEKOLAH KEBANGSAAN ANGKATAN TENTERA,73339334,Beroperasi,Sekolah KPM,Rendah,SK,B,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,JOHOR BAHRU,LARKIN,406,31,4
,JOHOR,PPD JOHOR BAHRU,JBA1012,SEKOLAH KEBANGSAAN MAJIDI BARU,73334396,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi Sahaja,Tiada Asrama,Tiada,JOHOR BAHRU,STULANG,"1,220",76,8
,JOHOR,PPD JOHOR BAHRU,JBA1024,SEKOLAH KEBANGSAAN KG. MAJU JAYA,75569045,Beroperasi,Sekolah KPM,Rendah,SK,A,Bandar,Sekolah Kerajaan,Pagi dan Petang,Tiada Asrama,Ada,TEBRAU,PUTERI WANGSA,"1,085",66,7
